Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
488	TR	G2YL11	S-adenosylmethionine synthase OS=Botryotinia fuckeliana (strain T4) OX=999810 GN=BofuT4_P081040.1 PE=3 SV=1	Botryotinia fuckeliana (strain T4)	395	1521	76.1	86.1	0.0
489	TR	A0A384JX00	S-adenosylmethionine synthase OS=Botryotinia fuckeliana (strain B05.10) OX=332648 GN=BCIN_11g03520 PE=3 SV=1	Botryotinia fuckeliana (strain B05.10)	395	1521	76.1	86.1	0.0
490	TR	A0AAN7SXL9	S-adenosylmethionine synthase OS=Lithohypha guttulata OX=1690604 GN=SAM2 PE=3 SV=1	Lithohypha guttulata	395	1521	74.7	87.1	0.0
491	TR	M7UEC0	S-adenosylmethionine synthase OS=Botryotinia fuckeliana (strain BcDW1) OX=1290391 GN=BcDW1_9681 PE=3 SV=1	Botryotinia fuckeliana (strain BcDW1)	395	1521	76.1	86.1	0.0
492	TR	A0A8H2VZA7	S-adenosylmethionine synthase OS=Sclerotinia trifoliorum OX=28548 GN=SCLTRI_LOCUS6500 PE=3 SV=1	Sclerotinia trifoliorum	392	1521	76.1	86.1	0.0
493	TR	A0A7C8VR22	S-adenosylmethionine synthase OS=Orbilia oligospora OX=2813651 GN=SAM2_1 PE=3 SV=1	Orbilia oligospora	391	1521	75.1	86.5	0.0
494	TR	A0A8E2EJG5	S-adenosylmethionine synthase OS=Lepidopterella palustris CBS 459.81 OX=1314670 GN=K432DRAFT_388848 PE=3 SV=1	Lepidopterella palustris CBS 459.81	394	1521	76.5	86.2	0.0
495	TR	E3RIC2	S-adenosylmethionine synthase OS=Pyrenophora teres f. teres (strain 0-1) OX=861557 GN=PTT_07756 PE=3 SV=1	Pyrenophora teres f. teres (strain 0-1)	389	1521	76.3	85.8	0.0
496	TR	A0A2W1DT65	S-adenosylmethionine synthase OS=Pyrenophora tritici-repentis OX=45151 GN=Ptr86124_000165 PE=3 SV=1	Pyrenophora tritici-repentis	389	1521	76.5	85.8	0.0
497	TR	A0A8H3UDG6	S-adenosylmethionine synthase OS=Venturia inaequalis OX=5025 GN=BLS_006094 PE=3 SV=1	Venturia inaequalis	390	1521	76.8	85.5	0.0
498	TR	A0A1G4AWT1	S-adenosylmethionine synthase OS=Colletotrichum orchidophilum OX=1209926 GN=CORC01_11075 PE=3 SV=1	Colletotrichum orchidophilum	401	1521	76.1	85.8	0.0
499	TR	A0A9W9IX16	S-adenosylmethionine synthase OS=Penicillium cf. griseofulvum OX=2972120 GN=N7472_010327 PE=3 SV=1	Penicillium cf. griseofulvum	387	1521	75.1	86.1	0.0
500	TR	A0AAN8RRW1	S-adenosylmethionine synthase OS=Orbilia javanica OX=47235 GN=SAM2 PE=3 SV=1	Orbilia javanica	391	1521	75.4	86.5	0.0
501	TR	A0A9P4LQT1	S-adenosylmethionine synthase OS=Setomelanomma holmii OX=210430 GN=EK21DRAFT_99208 PE=3 SV=1	Setomelanomma holmii	396	1521	77.0	86.0	0.0
502	TR	A0A194VTZ8	S-adenosylmethionine synthase OS=Cytospora mali OX=578113 GN=VM1G_02792 PE=3 SV=1	Cytospora mali	396	1521	76.1	87.7	0.0
503	TR	G1WZY0	S-adenosylmethionine synthase OS=Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) OX=756982 GN=AOL_s00006g181 PE=3 SV=1	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	391	1521	75.1	86.5	0.0
504	TR	A0A177C9I8	S-adenosylmethionine synthase OS=Paraphaeosphaeria sporulosa OX=1460663 GN=CC84DRAFT_1188128 PE=3 SV=1	Paraphaeosphaeria sporulosa	391	1521	76.0	86.0	0.0
505	TR	A0A9Q8Q8J6	S-adenosylmethionine synthase OS=Purpureocillium takamizusanense OX=2060973 GN=SAM2 PE=3 SV=1	Purpureocillium takamizusanense	399	1521	76.1	86.4	0.0
506	TR	A0A1B2JEC7	S-adenosylmethionine synthase OS=Komagataella pastoris OX=4922 GN=SAM2 PE=3 SV=1	Komagataella pastoris	384	1521	75.9	86.2	0.0
507	TR	A0A1D9QI68	S-adenosylmethionine synthase OS=Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) OX=665079 GN=sscle_13g093880 PE=3 SV=1	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	392	1521	76.1	86.1	0.0
508	TR	A0A9P9FQQ7	S-adenosylmethionine synthase OS=Dactylonectria macrodidyma OX=307937 GN=EDB81DRAFT_876854 PE=3 SV=1	Dactylonectria macrodidyma	403	1520	76.1	86.8	0.0
509	TR	A0AA38LT18	S-adenosylmethionine synthase OS=Dioszegia hungarica OX=4972 GN=MKK02DRAFT_34797 PE=3 SV=1	Dioszegia hungarica	396	1520	76.6	87.7	0.0
510	TR	A0A6A5REB2	S-adenosylmethionine synthase OS=Didymella exigua CBS 183.55 OX=1150837 GN=M421DRAFT_69100 PE=3 SV=1	Didymella exigua CBS 183.55	395	1520	76.7	85.7	0.0
511	TR	A0A066XNI3	S-adenosylmethionine synthase OS=Colletotrichum sublineola OX=1173701 GN=CSUB01_07751 PE=3 SV=1	Colletotrichum sublineola	400	1520	76.1	85.8	0.0
512	TR	A0A4Z1P3X7	S-adenosylmethionine synthase OS=Venturia nashicola OX=86259 GN=E6O75_ATG10962 PE=3 SV=1	Venturia nashicola	390	1520	76.5	85.5	0.0
513	TR	A0A370U2J7	S-adenosylmethionine synthase OS=Venustampulla echinocandica OX=2656787 GN=BP5553_01912 PE=3 SV=1	Venustampulla echinocandica	397	1520	75.5	86.8	0.0
514	TR	A0A4Y8D1K9	S-adenosylmethionine synthase OS=Botryotinia calthae OX=38488 GN=BOTCAL_0173g00030 PE=3 SV=1	Botryotinia calthae	395	1520	76.1	86.1	0.0
515	TR	A0A0F4GYP4	S-adenosylmethionine synthase OS=Zymoseptoria brevis OX=1047168 GN=TI39_contig296g00012 PE=3 SV=1	Zymoseptoria brevis	397	1520	74.5	86.3	0.0
516	TR	A0AAD6ZWY4	S-adenosylmethionine synthase OS=Mycena albidolilacea OX=1033008 GN=DFH08DRAFT_872068 PE=3 SV=1	Mycena albidolilacea	392	1520	76.0	87.3	0.0
517	TR	A0A395GNJ9	S-adenosylmethionine synthase OS=Aspergillus ibericus CBS 121593 OX=1448316 GN=BO80DRAFT_428593 PE=3 SV=1	Aspergillus ibericus CBS 121593	387	1520	74.4	86.3	0.0
518	TR	A0A9P7KW78	S-adenosylmethionine synthase OS=Fusarium avenaceum OX=40199 GN=KAF25_006544 PE=3 SV=1	Fusarium avenaceum	403	1520	75.9	86.6	0.0
519	TR	S7QDX7	S-adenosylmethionine synthase OS=Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) OX=670483 GN=GLOTRDRAFT_56521 PE=3 SV=1	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617)	387	1520	75.4	87.0	0.0
520	TR	A0AAD9SJW3	S-adenosylmethionine synthase OS=Phomopsis amygdali OX=1214568 GN=N8I77_003924 PE=3 SV=1	Phomopsis amygdali	396	1520	76.4	86.9	0.0
521	TR	A0A9P5ZEX9	S-adenosylmethionine synthase OS=Pholiota conissans OX=109636 GN=BDN70DRAFT_872169 PE=3 SV=1	Pholiota conissans	393	1520	75.9	87.6	0.0
522	TR	A0A317XL13	S-adenosylmethionine synthase OS=Testicularia cyperi OX=1882483 GN=BCV70DRAFT_201202 PE=3 SV=1	Testicularia cyperi	391	1520	76.2	87.4	0.0
523	TR	A0A366QSN0	S-adenosylmethionine synthase OS=Fusarium coffeatum OX=231269 GN=FIESC28_10536 PE=3 SV=1	Fusarium coffeatum	402	1520	75.9	86.4	0.0
524	TR	A0A194XJX5	S-adenosylmethionine synthase OS=Mollisia scopiformis OX=149040 GN=LY89DRAFT_578999 PE=3 SV=1	Mollisia scopiformis	399	1520	75.3	85.8	0.0
525	TR	A0A4R0RUH9	S-adenosylmethionine synthase OS=Steccherinum ochraceum OX=92696 GN=SAM2 PE=3 SV=1	Steccherinum ochraceum	393	1519	75.7	87.8	0.0
526	TR	A0A1Y6LL68	S-adenosylmethionine synthase OS=Zymoseptoria tritici ST99CH_1A5 OX=1276529 GN=ZT1A5_G6644 PE=3 SV=1	Zymoseptoria tritici ST99CH_1A5	397	1519	74.2	86.3	0.0
527	TR	A0A370BSG3	S-adenosylmethionine synthase OS=Aspergillus niger ATCC 13496 OX=1353008 GN=M747DRAFT_297249 PE=3 SV=1	Aspergillus niger ATCC 13496	387	1519	74.4	86.8	0.0
528	TR	A0A9W9H9F6	S-adenosylmethionine synthase OS=Penicillium atrosanguineum OX=1132637 GN=N7476_005875 PE=3 SV=1	Penicillium atrosanguineum	390	1519	75.8	86.1	0.0
529	TR	A0A3F3QHV4	S-adenosylmethionine synthase OS=Aspergillus welwitschiae OX=1341132 GN=BDQ94DRAFT_134827 PE=3 SV=1	Aspergillus welwitschiae	387	1519	74.4	86.8	0.0
530	TR	A0A6G1KGM3	S-adenosylmethionine synthase OS=Pleomassaria siparia CBS 279.74 OX=1314801 GN=K504DRAFT_221936 PE=3 SV=1	Pleomassaria siparia CBS 279.74	394	1519	76.8	85.5	0.0
531	TR	A0A2H1GJC2	S-adenosylmethionine synthase OS=Zymoseptoria tritici ST99CH_1E4 OX=1276532 GN=ZT1E4_G6733 PE=3 SV=1	Zymoseptoria tritici ST99CH_1E4	397	1519	74.2	86.3	0.0
532	TR	A0A5J5F8V0	S-adenosylmethionine synthase OS=Sphaerosporella brunnea OX=1250544 GN=FN846DRAFT_930554 PE=3 SV=1	Sphaerosporella brunnea	387	1519	75.8	86.1	0.0
533	TR	F9XCX4	S-adenosylmethionine synthase OS=Zymoseptoria tritici (strain CBS 115943 / IPO323) OX=336722 GN=MYCGRDRAFT_59773 PE=3 SV=1	Zymoseptoria tritici (strain CBS 115943 / IPO323)	397	1519	74.2	86.3	0.0
534	TR	A0A395MXC3	S-adenosylmethionine synthase OS=Fusarium flagelliforme OX=2675880 GN=FIE12Z_3421 PE=3 SV=1	Fusarium flagelliforme	402	1519	75.9	86.4	0.0
535	TR	A0A369JPH0	S-adenosylmethionine synthase OS=Hypsizygus marmoreus OX=39966 GN=eth-1 PE=3 SV=1	Hypsizygus marmoreus	416	1519	75.7	86.5	0.0
536	TR	A0A4S4MTU8	S-adenosylmethionine synthase OS=Antrodiella citrinella OX=2447956 GN=EUX98_g5270 PE=3 SV=1	Antrodiella citrinella	393	1519	75.2	87.9	0.0
537	TR	A0A436ZZZ2	S-adenosylmethionine synthase OS=Arthrobotrys flagrans OX=97331 GN=DFL_006052 PE=3 SV=1	Arthrobotrys flagrans	391	1519	75.6	86.5	0.0
538	TR	G3YGG1	S-adenosylmethionine synthase OS=Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) OX=380704 GN=ASPNIDRAFT_208283 PE=3 SV=1	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	387	1519	74.4	86.8	0.0
539	TR	A0A9P7XI87	S-adenosylmethionine synthase OS=Tulasnella sp. JGI-2019a OX=2600232 GN=SAM2 PE=3 SV=1	Tulasnella sp. JGI-2019a	388	1519	76.0	87.6	0.0
540	TR	A0A364MTL8	S-adenosylmethionine synthase OS=Stemphylium lycopersici OX=183478 GN=DDE83_008341 PE=3 SV=1	Stemphylium lycopersici	408	1519	76.0	86.0	0.0
541	TR	A0AAN6N0H1	S-adenosylmethionine synthase OS=Diplogelasinospora grovesii OX=303347 GN=QBC46DRAFT_270382 PE=3 SV=1	Diplogelasinospora grovesii	402	1519	75.6	86.4	0.0
542	TR	A0A370Q113	S-adenosylmethionine synthase OS=Aspergillus phoenicis ATCC 13157 OX=1353007 GN=M752DRAFT_272315 PE=3 SV=1	Aspergillus phoenicis ATCC 13157	387	1519	74.4	86.8	0.0
543	TR	A0A3F3RYW7	S-adenosylmethionine synthase OS=Aspergillus niger OX=5061 GN=An08g02700 PE=3 SV=1	Aspergillus niger	387	1519	74.4	86.8	0.0
544	TR	A0A9W8UBZ2	S-adenosylmethionine synthase OS=Fusarium irregulare OX=2494466 GN=SAM2 PE=3 SV=1	Fusarium irregulare	402	1519	75.9	86.4	0.0
545	TR	A2QQJ1	S-adenosylmethionine synthase OS=Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513) OX=425011 GN=An08g02700 PE=3 SV=1	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	387	1519	74.4	86.8	0.0
546	TR	A0A0D0EDD5	S-adenosylmethionine synthase OS=Paxillus rubicundulus Ve08.2h10 OX=930991 GN=PAXRUDRAFT_821135 PE=3 SV=1	Paxillus rubicundulus Ve08.2h10	392	1519	75.0	87.6	0.0
547	TR	A0A5C3PQX4	S-adenosylmethionine synthase OS=Polyporus arcularius HHB13444 OX=1314778 GN=K466DRAFT_480977 PE=3 SV=1	Polyporus arcularius HHB13444	396	1519	75.7	87.3	0.0
548	TR	A0A401KTC1	S-adenosylmethionine synthase OS=Aspergillus awamori OX=105351 GN=AAWM_05393 PE=3 SV=1	Aspergillus awamori	387	1519	74.4	86.8	0.0
549	TR	A0A9P6DJ91	S-adenosylmethionine synthase OS=Pleurotus eryngii OX=5323 GN=BDN71DRAFT_1141445 PE=3 SV=1	Pleurotus eryngii	384	1519	74.9	87.1	0.0
550	TR	A0A8H4IHW6	S-adenosylmethionine synthase OS=Botryosphaeria dothidea OX=55169 GN=GTA08_BOTSDO10905 PE=3 SV=1	Botryosphaeria dothidea	391	1519	75.5	86.3	0.0
551	TR	A0A9P4QEA3	S-adenosylmethionine synthase OS=Polychaeton citri CBS 116435 OX=1314669 GN=K431DRAFT_318409 PE=3 SV=1	Polychaeton citri CBS 116435	391	1519	75.7	86.5	0.0
552	TR	A0A8S0X9L8	S-adenosylmethionine synthase OS=Cyclocybe aegerita OX=1973307 GN=AAE3_LOCUS13977 PE=3 SV=1	Cyclocybe aegerita	394	1519	75.7	87.3	0.0
553	TR	A0A6G1LL06	S-adenosylmethionine synthase OS=Teratosphaeria nubilosa OX=161662 GN=EJ03DRAFT_102809 PE=3 SV=1	Teratosphaeria nubilosa	392	1518	76.3	85.8	0.0
554	TR	A0A9P6KP29	S-adenosylmethionine synthase OS=Paraphaeosphaeria minitans OX=565426 GN=PMIN01_08847 PE=3 SV=1	Paraphaeosphaeria minitans	396	1518	75.7	86.3	0.0
555	TR	A0A8H5B3B7	S-adenosylmethionine synthase OS=Tulosesus angulatus OX=980116 GN=D9611_004945 PE=3 SV=1	Tulosesus angulatus	963	1518	76.2	88.2	0.0
556	TR	A0A484FWC1	S-adenosylmethionine synthase OS=Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) OX=1213857 GN=eth-1 PE=3 SV=1	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422)	399	1518	75.3	86.9	0.0
557	TR	A0AB34KG67	S-adenosylmethionine synthase OS=Cladosporium halotolerans OX=1052096 GN=eth-1 PE=3 SV=1	Cladosporium halotolerans	391	1518	75.6	85.6	0.0
558	TR	A0A9W9SQZ5	S-adenosylmethionine synthase OS=Penicillium concentricum OX=293559 GN=N7517_000833 PE=3 SV=1	Penicillium concentricum	387	1518	75.3	85.8	0.0
559	TR	A0A178A9F8	S-adenosylmethionine synthase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_330364 PE=3 SV=1	Phaeosphaeriaceae sp. SRC1lsM3a	395	1518	77.0	85.4	0.0
560	TR	A0A151GS80	S-adenosylmethionine synthase OS=Drechmeria coniospora OX=98403 GN=DCS_01101 PE=3 SV=1	Drechmeria coniospora	396	1518	76.6	86.4	0.0
561	TR	A0A443HV78	S-adenosylmethionine synthase OS=Byssochlamys spectabilis OX=264951 GN=C8Q69DRAFT_466918 PE=3 SV=1	Byssochlamys spectabilis	388	1518	75.3	86.3	0.0
562	TR	A0A8H6YSS0	S-adenosylmethionine synthase OS=Mycena sanguinolenta OX=230812 GN=MSAN_01023900 PE=3 SV=1	Mycena sanguinolenta	392	1518	76.3	87.3	0.0
563	TR	S9PYT5	S-adenosylmethionine synthase OS=Schizosaccharomyces octosporus (strain yFS286) OX=483514 GN=SOCG_00893 PE=3 SV=1	Schizosaccharomyces octosporus (strain yFS286)	382	1518	74.1	87.7	0.0
564	TR	A0A9P9PRC2	S-adenosylmethionine synthase OS=Phaeosphaeria sp. MPI-PUGE-AT-0046c OX=2821754 GN=DE146DRAFT_634524 PE=3 SV=1	Phaeosphaeria sp. MPI-PUGE-AT-0046c	395	1518	76.7	85.4	0.0
565	TR	A0A4U7KV86	S-adenosylmethionine synthase OS=Sporisorium graminicola OX=280036 GN=EX895_002563 PE=3 SV=1	Sporisorium graminicola	389	1518	75.8	87.4	0.0
566	TR	A0A9P7FGH4	S-adenosylmethionine synthase OS=Suillus discolor OX=1912936 GN=F5147DRAFT_605361 PE=3 SV=1	Suillus discolor	392	1518	75.7	87.3	0.0
567	TR	J3NSC2	S-adenosylmethionine synthase OS=Gaeumannomyces tritici (strain R3-111a-1) OX=644352 GN=20344626 PE=3 SV=1	Gaeumannomyces tritici (strain R3-111a-1)	405	1518	74.5	87.1	0.0
568	TR	A0A1A6AE91	S-adenosylmethionine synthase OS=Kwoniella dejecticola CBS 10117 OX=1296121 GN=I303_00195 PE=3 SV=1	Kwoniella dejecticola CBS 10117	396	1518	76.9	86.6	0.0
569	TR	C4R5U7	S-adenosylmethionine synthase OS=Komagataella phaffii (strain GS115 / ATCC 20864) OX=644223 GN=PAS_chr3_0876 PE=3 SV=1	Komagataella phaffii (strain GS115 / ATCC 20864)	384	1518	75.9	86.2	0.0
570	TR	A0A1B7NAV4	S-adenosylmethionine synthase OS=Rhizopogon vinicolor AM-OR11-026 OX=1314800 GN=K503DRAFT_767174 PE=3 SV=1	Rhizopogon vinicolor AM-OR11-026	392	1518	75.2	87.6	0.0
571	TR	F2QV42	S-adenosylmethionine synthase OS=Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) OX=981350 GN=SAM2 PE=3 SV=1	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	423	1518	75.9	86.2	0.0
572	TR	A0A6A6EZ06	S-adenosylmethionine synthase OS=Zopfia rhizophila CBS 207.26 OX=1314779 GN=K469DRAFT_698957 PE=3 SV=1	Zopfia rhizophila CBS 207.26	394	1518	76.3	85.5	0.0
573	TR	A0A371D2Y2	S-adenosylmethionine synthase OS=Lentinus brumalis OX=2498619 GN=OH76DRAFT_1406471 PE=3 SV=1	Lentinus brumalis	396	1518	75.7	87.3	0.0
574	TR	A0A9P4PKK7	S-adenosylmethionine synthase OS=Karstenula rhodostoma CBS 690.94 OX=1392251 GN=P171DRAFT_431054 PE=3 SV=1	Karstenula rhodostoma CBS 690.94	396	1518	75.7	86.5	0.0
575	TR	A0A8H3T0F3	S-adenosylmethionine synthase OS=Aspergillus tubingensis OX=5068 GN=AtubIFM56815_000819 PE=3 SV=1	Aspergillus tubingensis	387	1517	74.4	86.8	0.0
576	TR	B6H8Q7	S-adenosylmethionine synthase OS=Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) OX=500485 GN=Pc16g04380 PE=3 SV=1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	387	1517	75.3	85.8	0.0
577	TR	A0A4Q4RSZ3	S-adenosylmethionine synthase OS=Alternaria arborescens OX=156630 GN=AA0113_g7012 PE=3 SV=1	Alternaria arborescens	389	1517	76.7	85.4	0.0
578	TR	A0AAD6VTJ2	S-adenosylmethionine synthase OS=Mycena pura OX=153505 GN=GGX14DRAFT_436561 PE=3 SV=1	Mycena pura	392	1517	75.8	88.2	0.0
579	TR	A0A319B8A0	S-adenosylmethionine synthase OS=Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658) OX=1448311 GN=BO88DRAFT_405572 PE=3 SV=1	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	387	1517	74.4	86.8	0.0
580	TR	A0A8H3DYS4	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS47978 PE=3 SV=1	Rhizoctonia solani	1390	1517	74.5	87.6	0.0
581	TR	A0A4Z1KIK8	S-adenosylmethionine synthase OS=Botrytis porri OX=87229 GN=BPOR_0405g00060 PE=3 SV=1	Botrytis porri	395	1517	76.1	85.8	0.0
582	TR	A0A6A5SH69	S-adenosylmethionine synthase OS=Clathrospora elynae OX=706981 GN=EJ02DRAFT_458375 PE=3 SV=1	Clathrospora elynae	395	1517	77.2	85.4	0.0
583	TR	A0A117DZV1	S-adenosylmethionine synthase OS=Aspergillus niger OX=5061 GN=ABL_04247 PE=3 SV=1	Aspergillus niger	387	1517	74.4	86.8	0.0
584	TR	A0AAN6LYR9	S-adenosylmethionine synthase OS=Pseudopithomyces chartarum OX=1892770 GN=GRF29_96g1550033 PE=3 SV=1	Pseudopithomyces chartarum	396	1517	75.7	86.0	0.0
585	TR	V5GCQ4	S-adenosylmethionine synthase OS=Byssochlamys spectabilis (strain No. 5 / NBRC 109023) OX=1356009 GN=PVAR5_7392 PE=3 SV=1	Byssochlamys spectabilis (strain No. 5 / NBRC 109023)	388	1517	75.3	86.1	0.0
586	TR	A0A317W865	S-adenosylmethionine synthase OS=Aspergillus eucalypticola (strain CBS 122712 / IBT 29274) OX=1448314 GN=BO83DRAFT_375680 PE=3 SV=1	Aspergillus eucalypticola (strain CBS 122712 / IBT 29274)	387	1517	74.4	86.8	0.0
587	TR	A0A6P8AU74	S-adenosylmethionine synthase OS=Pyricularia grisea OX=148305 GN=PgNI_08958 PE=3 SV=1	Pyricularia grisea	394	1517	74.5	87.1	0.0
588	TR	A0A1E1JY01	S-adenosylmethionine synthase OS=Rhynchosporium graminicola OX=2792576 GN=RCO7_06765 PE=3 SV=1	Rhynchosporium graminicola	392	1517	76.5	86.5	0.0
589	TR	A0A8G1RCZ4	S-adenosylmethionine synthase OS=Aspergillus piperis CBS 112811 OX=1448313 GN=BO85DRAFT_446161 PE=3 SV=1	Aspergillus piperis CBS 112811	387	1517	74.4	86.8	0.0
590	TR	A0AA40D3F4	S-adenosylmethionine synthase OS=Lasiodiplodia hormozganensis OX=869390 GN=METK PE=3 SV=1	Lasiodiplodia hormozganensis	391	1517	75.5	86.1	0.0
591	TR	A0A4Q4NJV2	S-adenosylmethionine synthase OS=Alternaria alternata OX=5599 GN=AA0117_g5171 PE=3 SV=1	Alternaria alternata	389	1517	76.7	85.4	0.0
592	TR	A0A4Q4SDC0	S-adenosylmethionine synthase OS=Alternaria tenuissima OX=119927 GN=AA0114_g6688 PE=3 SV=1	Alternaria tenuissima	389	1517	76.7	85.4	0.0
593	TR	A0A146FX29	S-adenosylmethionine synthase OS=Aspergillus kawachii OX=1069201 GN=SAM2 PE=3 SV=1	Aspergillus kawachii	387	1517	74.4	86.8	0.0
594	TR	A0A1L9NN90	S-adenosylmethionine synthase OS=Aspergillus tubingensis (strain CBS 134.48) OX=767770 GN=ASPTUDRAFT_37541 PE=3 SV=1	Aspergillus tubingensis (strain CBS 134.48)	387	1517	74.4	86.8	0.0
595	TR	A0AAD4IG94	S-adenosylmethionine synthase OS=Alternaria panax OX=48097 GN=G6011_03866 PE=3 SV=1	Alternaria panax	389	1517	76.7	85.7	0.0
596	TR	A0A5N5CV78	S-adenosylmethionine synthase OS=Lasiodiplodia theobromae OX=45133 GN=METK PE=3 SV=1	Lasiodiplodia theobromae	391	1517	75.5	86.1	0.0
597	TR	A0A1M3TN09	S-adenosylmethionine synthase OS=Aspergillus luchuensis (strain CBS 106.47) OX=1137211 GN=ASPFODRAFT_43785 PE=3 SV=1	Aspergillus luchuensis (strain CBS 106.47)	387	1517	74.4	86.8	0.0
598	TR	A0A4S4LWG6	S-adenosylmethionine synthase OS=Bondarzewia mesenterica OX=1095465 GN=EW146_g4157 PE=3 SV=1	Bondarzewia mesenterica	392	1517	76.2	86.8	0.0
599	TR	A0A1E1LEN9	S-adenosylmethionine synthase OS=Rhynchosporium agropyri OX=914238 GN=RAG0_13904 PE=3 SV=1	Rhynchosporium agropyri	392	1517	76.5	86.5	0.0
600	TR	A0A1E1MGD0	S-adenosylmethionine synthase OS=Rhynchosporium secalis OX=38038 GN=RSE6_08802 PE=3 SV=1	Rhynchosporium secalis	392	1517	76.5	86.5	0.0
601	TR	A0A8S9C0U8	S-adenosylmethionine synthase OS=Mollisiaceae sp. DMI_Dod_QoI OX=2728926 GN=ETH1 PE=3 SV=1	Mollisiaceae sp. DMI_Dod_QoI	396	1517	76.5	86.0	0.0
602	TR	A0A8J2I1Y5	S-adenosylmethionine synthase OS=Alternaria atra OX=119953 GN=ALTATR162_LOCUS5317 PE=3 SV=1	Alternaria atra	389	1517	76.5	86.0	0.0
603	TR	A0A318Z549	S-adenosylmethionine synthase OS=Aspergillus neoniger (strain CBS 115656) OX=1448310 GN=BO87DRAFT_372066 PE=3 SV=1	Aspergillus neoniger (strain CBS 115656)	387	1517	74.4	86.8	0.0
604	TR	A0A1R3S2N6	S-adenosylmethionine synthase OS=Aspergillus carbonarius (strain ITEM 5010) OX=602072 GN=ASPCADRAFT_202887 PE=3 SV=1	Aspergillus carbonarius (strain ITEM 5010)	387	1517	74.1	86.0	0.0
605	TR	A0A162BDT0	S-adenosylmethionine synthase OS=Penicillium chrysogenum OX=5076 GN=EN45_109470 PE=3 SV=1	Penicillium chrysogenum	387	1517	75.3	85.8	0.0
606	TR	A0A9W9S1U0	S-adenosylmethionine synthase OS=Penicillium cataractarum OX=2100454 GN=N7496_006595 PE=3 SV=1	Penicillium cataractarum	390	1517	75.5	85.8	0.0
607	TR	A0A4P7NLL7	S-adenosylmethionine synthase OS=Pyricularia oryzae OX=318829 GN=PoMZ_11829 PE=3 SV=1	Pyricularia oryzae	394	1516	74.8	86.9	0.0
608	TR	A0A2C5YER5	S-adenosylmethionine synthase OS=Ophiocordyceps australis OX=1399860 GN=CDD81_2986 PE=3 SV=1	Ophiocordyceps australis	401	1516	76.4	85.8	0.0
609	TR	A0AAV9VQZ5	S-adenosylmethionine synthase OS=Arthrobotrys musiformis OX=47236 GN=SAM2 PE=3 SV=1	Arthrobotrys musiformis	391	1516	75.4	86.2	0.0
610	TR	K2S692	S-adenosylmethionine synthase OS=Macrophomina phaseolina (strain MS6) OX=1126212 GN=MPH_00167 PE=3 SV=1	Macrophomina phaseolina (strain MS6)	391	1516	75.5	86.3	0.0
611	TR	A0A3D8T812	S-adenosylmethionine synthase OS=Coleophoma crateriformis OX=565419 GN=BP5796_00334 PE=3 SV=1	Coleophoma crateriformis	394	1516	75.0	85.8	0.0
612	TR	A0A4Z1EMC6	S-adenosylmethionine synthase OS=Botrytis paeoniae OX=278948 GN=BPAE_0874g00010 PE=3 SV=1	Botrytis paeoniae	395	1516	75.8	85.8	0.0
613	TR	A0A6A5VXT4	S-adenosylmethionine synthase OS=Bimuria novae-zelandiae CBS 107.79 OX=1447943 GN=BU23DRAFT_548904 PE=3 SV=1	Bimuria novae-zelandiae CBS 107.79	396	1516	76.0	86.0	0.0
614	TR	A0A517LQZ9	S-adenosylmethionine synthase OS=Venturia effusa OX=50376 GN=FKW77_003095 PE=3 SV=1	Venturia effusa	390	1516	76.5	85.7	0.0
